Die 0 0 2468100 2467200
Bin 1.30809e+06 863520 1.33277e+06 888192 0.581465
Bin 1.33277e+06 863520 1.35746e+06 888192 0.599617
Bin 1.35746e+06 863520 1.38214e+06 888192 0.470844
Bin 1.38214e+06 863520 1.40682e+06 888192 0.592608
Bin 1.40682e+06 863520 1.4315e+06 888192 0.66315
Bin 1.4315e+06 863520 1.45618e+06 888192 0.754055
Bin 1.45618e+06 863520 1.48086e+06 888192 0.641439
Bin 1.48086e+06 863520 1.50554e+06 888192 0.64702
Bin 1.50554e+06 863520 1.53022e+06 888192 0.609817
Bin 1.53022e+06 863520 1.5549e+06 888192 0.629649
Bin 1.5549e+06 863520 1.57958e+06 888192 0.647047
Bin 1.57958e+06 863520 1.60426e+06 888192 0.618533
Bin 1.60426e+06 863520 1.62895e+06 888192 0.659996
Bin 1.62895e+06 863520 1.65363e+06 888192 0.576828
Bin 1.65363e+06 863520 1.67831e+06 888192 0.452728
Bin 1.67831e+06 863520 1.70299e+06 888192 0.39952
Bin 1.70299e+06 863520 1.72767e+06 888192 0.590766
Bin 1.72767e+06 863520 1.75235e+06 888192 0.66058
Bin 1.75235e+06 863520 1.77703e+06 888192 0.539643
Bin 1.77703e+06 863520 1.80171e+06 888192 0.598943
Bin 1.80171e+06 863520 1.82639e+06 888192 0.516773
Bin 1.82639e+06 863520 1.85108e+06 888192 0.665522
Bin 1.85108e+06 863520 1.87576e+06 888192 0.584197
Bin 1.87576e+06 863520 1.90044e+06 888192 0.563951
Bin 1.90044e+06 863520 1.92512e+06 888192 0.647649
Bin 1.92512e+06 863520 1.9498e+06 888192 0.644288
Bin 1.9498e+06 863520 1.97448e+06 888192 0.450346
Bin 1.97448e+06 863520 1.99916e+06 888192 0.695456
Bin 1.99916e+06 863520 2.02384e+06 888192 0.535392
Bin 2.02384e+06 863520 2.04852e+06 888192 0.649527
Bin 2.04852e+06 863520 2.0732e+06 888192 0.574438
Bin 2.0732e+06 863520 2.09788e+06 888192 0.547901
Bin 2.09788e+06 863520 2.12257e+06 888192 0.406458
Bin 2.12257e+06 863520 2.14725e+06 888192 0.151607
Bin 2.14725e+06 863520 2.17193e+06 888192 0.0339052
Bin 2.17193e+06 863520 2.19661e+06 888192 0
Bin 2.19661e+06 863520 2.22129e+06 888192 0
Bin 2.22129e+06 863520 2.24597e+06 888192 0
Bin 2.24597e+06 863520 2.27065e+06 888192 0
Bin 2.27065e+06 863520 2.29533e+06 888192 0
Bin 2.29533e+06 863520 2.32001e+06 888192 0
Bin 2.32001e+06 863520 2.3447e+06 888192 0
Bin 2.3447e+06 863520 2.36938e+06 888192 0
Bin 2.36938e+06 863520 2.39406e+06 888192 0
Bin 2.39406e+06 863520 2.41874e+06 888192 0
Bin 2.41874e+06 863520 2.44342e+06 888192 0
Bin 2.44342e+06 863520 2.4681e+06 888192 0
Bin 0 888192 24681 912864 0
Bin 24681 888192 49362 912864 0
Bin 49362 888192 74043 912864 0
Bin 74043 888192 98724 912864 0
Bin 98724 888192 123405 912864 0
Bin 123405 888192 148086 912864 0
Bin 148086 888192 172767 912864 0.425365
Bin 172767 888192 197448 912864 0.719916
Bin 197448 888192 222129 912864 0.690558
Bin 222129 888192 246810 912864 0.749149
Bin 246810 888192 271491 912864 0.661577
Bin 271491 888192 296172 912864 0.760876
Bin 296172 888192 320853 912864 0.856624
Bin 320853 888192 345534 912864 0.70215
Bin 345534 888192 370215 912864 0.649671
Bin 370215 888192 394896 912864 0.560401
Bin 394896 888192 419577 912864 0.87962
Bin 419577 888192 444258 912864 0.877877
Bin 444258 888192 468939 912864 0.668272
Bin 468939 888192 493620 912864 0.645088
Bin 493620 888192 518301 912864 0.651423
Bin 518301 888192 542982 912864 0.559943
Bin 542982 888192 567663 912864 0.54658
Bin 567663 888192 592344 912864 0.605243
Bin 592344 888192 617025 912864 0.546248
Bin 617025 888192 641706 912864 0.529749
Bin 641706 888192 666387 912864 0.637045
Bin 666387 888192 691068 912864 0.667616
Bin 691068 888192 715749 912864 0.621094
Bin 715749 888192 740430 912864 0.612989
Bin 740430 888192 765111 912864 0.422822
Bin 765111 888192 789792 912864 0.685544
Bin 789792 888192 814473 912864 0.419164
Bin 814473 888192 839154 912864 0.519936
Bin 839154 888192 863835 912864 0.698286
Bin 863835 888192 888516 912864 0.593992
Bin 888516 888192 913197 912864 0.646831
Bin 913197 888192 937878 912864 0.565703
Bin 937878 888192 962559 912864 0.690765
Bin 962559 888192 987240 912864 0.617527
Bin 987240 888192 1.01192e+06 912864 0.635158
Bin 1.01192e+06 888192 1.0366e+06 912864 0.604587
Bin 1.0366e+06 888192 1.06128e+06 912864 0.455037
Bin 1.06128e+06 888192 1.08596e+06 912864 0.69515
Bin 1.08596e+06 888192 1.11064e+06 912864 0.573018
Bin 1.11064e+06 888192 1.13533e+06 912864 0.512612
Bin 1.13533e+06 888192 1.16001e+06 912864 0.430523
Bin 1.16001e+06 888192 1.18469e+06 912864 0.523261
Bin 1.18469e+06 888192 1.20937e+06 912864 0.449511
Bin 1.20937e+06 888192 1.23405e+06 912864 0.601864
Bin 1.23405e+06 888192 1.25873e+06 912864 0.735175
Bin 1.25873e+06 888192 1.28341e+06 912864 0.750272
Bin 1.28341e+06 888192 1.30809e+06 912864 0.680305
Bin 1.30809e+06 888192 1.33277e+06 912864 0.630898
Bin 1.33277e+06 888192 1.35746e+06 912864 0.671957
Bin 1.35746e+06 888192 1.38214e+06 912864 0.519532
Bin 1.38214e+06 888192 1.40682e+06 912864 0.793514
Bin 1.40682e+06 888192 1.4315e+06 912864 0.630072
Bin 1.4315e+06 888192 1.45618e+06 912864 0.625408
Bin 1.45618e+06 888192 1.48086e+06 912864 0.661407
Bin 1.48086e+06 888192 1.50554e+06 912864 0.647199
Bin 1.50554e+06 888192 1.53022e+06 912864 0.505756
Bin 1.53022e+06 888192 1.5549e+06 912864 0.652214
Bin 1.5549e+06 888192 1.57958e+06 912864 0.610841
Bin 1.57958e+06 888192 1.60426e+06 912864 0.69719
Bin 1.60426e+06 888192 1.62895e+06 912864 0.50359
Bin 1.62895e+06 888192 1.65363e+06 912864 0.747028
Bin 1.65363e+06 888192 1.67831e+06 912864 0.553733
Bin 1.67831e+06 888192 1.70299e+06 912864 0.598476
Bin 1.70299e+06 888192 1.72767e+06 912864 0.73176
Bin 1.72767e+06 888192 1.75235e+06 912864 0.548899
Bin 1.75235e+06 888192 1.77703e+06 912864 0.680709
Bin 1.77703e+06 888192 1.80171e+06 912864 0.497479
Bin 1.80171e+06 888192 1.82639e+06 912864 0.584341
Bin 1.82639e+06 888192 1.85108e+06 912864 0.59046
Bin 1.85108e+06 888192 1.87576e+06 912864 0.802158
Bin 1.87576e+06 888192 1.90044e+06 912864 0.87537
Bin 1.90044e+06 888192 1.92512e+06 912864 0.745464
Bin 1.92512e+06 888192 1.9498e+06 912864 0.758081
Bin 1.9498e+06 888192 1.97448e+06 912864 0.530746
Bin 1.97448e+06 888192 1.99916e+06 912864 0.596679
Bin 1.99916e+06 888192 2.02384e+06 912864 0.610212
Bin 2.02384e+06 888192 2.04852e+06 912864 0.621139
Bin 2.04852e+06 888192 2.0732e+06 912864 0.573404
Bin 2.0732e+06 888192 2.09788e+06 912864 0.546419
Bin 2.09788e+06 888192 2.12257e+06 912864 0.574096
Bin 2.12257e+06 888192 2.14725e+06 912864 0.563007
Bin 2.14725e+06 888192 2.17193e+06 912864 0.449924
Bin 2.17193e+06 888192 2.19661e+06 912864 0.0422714
Bin 2.19661e+06 888192 2.22129e+06 912864 0
Bin 2.22129e+06 888192 2.24597e+06 912864 0
Bin 2.24597e+06 888192 2.27065e+06 912864 0
Bin 2.27065e+06 888192 2.29533e+06 912864 0
Bin 2.29533e+06 888192 2.32001e+06 912864 0
Bin 2.32001e+06 888192 2.3447e+06 912864 0
Bin 2.3447e+06 888192 2.36938e+06 912864 0
Bin 2.36938e+06 888192 2.39406e+06 912864 0
Bin 2.39406e+06 888192 2.41874e+06 912864 0
Bin 2.41874e+06 888192 2.44342e+06 912864 0
Bin 2.44342e+06 888192 2.4681e+06 912864 0
Bin 0 912864 24681 937536 0
Bin 24681 912864 49362 937536 0
Bin 49362 912864 74043 937536 0
Bin 74043 912864 98724 937536 0
Bin 98724 912864 123405 937536 0
Bin 123405 912864 148086 937536 0
Bin 148086 912864 172767 937536 0.138029
Bin 172767 912864 197448 937536 0.727833
Bin 197448 912864 222129 937536 0.720428
Bin 222129 912864 246810 937536 0.76802
Bin 246810 912864 271491 937536 0.6596
Bin 271491 912864 296172 937536 0.681886
Bin 296172 912864 320853 937536 0.716034
Bin 320853 912864 345534 937536 0.692562
Bin 345534 912864 370215 937536 0.74036
Bin 370215 912864 394896 937536 0.757685
Bin 394896 912864 419577 937536 0.921011
Bin 419577 912864 444258 937536 0.94096
Bin 444258 912864 468939 937536 0.798169
Bin 468939 912864 493620 937536 0.745779
Bin 493620 912864 518301 937536 0.575444
Bin 518301 912864 542982 937536 0.600875
Bin 542982 912864 567663 937536 0.627618
Bin 567663 912864 592344 937536 0.598036
Bin 592344 912864 617025 937536 0.469586
Bin 617025 912864 641706 937536 0.524312
Bin 641706 912864 666387 937536 0.630251
Bin 666387 912864 691068 937536 0.722432
Bin 691068 912864 715749 937536 0.676153
Bin 715749 912864 740430 937536 0.583145
Bin 740430 912864 765111 937536 0.473962
Bin 765111 912864 789792 937536 0.600129
Bin 789792 912864 814473 937536 0.575327
Bin 814473 912864 839154 937536 0.605611
Bin 839154 912864 863835 937536 0.627178
Bin 863835 912864 888516 937536 0.541539
Bin 888516 912864 913197 937536 0.609107
Bin 913197 912864 937878 937536 0.555441
Bin 937878 912864 962559 937536 0.721552
Bin 962559 912864 987240 937536 0.661973
Bin 987240 912864 1.01192e+06 937536 0.719134
Bin 1.01192e+06 912864 1.0366e+06 937536 0.651001
Bin 1.0366e+06 912864 1.06128e+06 937536 0.410897
Bin 1.06128e+06 912864 1.08596e+06 937536 0.557678
Bin 1.08596e+06 912864 1.11064e+06 937536 0.560392
Bin 1.11064e+06 912864 1.13533e+06 937536 0.427342
Bin 1.13533e+06 912864 1.16001e+06 937536 0.501343
Bin 1.16001e+06 912864 1.18469e+06 937536 0.402351
Bin 1.18469e+06 912864 1.20937e+06 937536 0.637288
Bin 1.20937e+06 912864 1.23405e+06 937536 0.568902
Bin 1.23405e+06 912864 1.25873e+06 937536 0.598943
Bin 1.25873e+06 912864 1.28341e+06 937536 0.688177
Bin 1.28341e+06 912864 1.30809e+06 937536 0.590245
Bin 1.30809e+06 912864 1.33277e+06 937536 0.645474
Bin 1.33277e+06 912864 1.35746e+06 937536 0.659825
Bin 1.35746e+06 912864 1.38214e+06 937536 0.504111
Bin 1.38214e+06 912864 1.40682e+06 937536 0.650551
Bin 1.40682e+06 912864 1.4315e+06 937536 0.543148
Bin 1.4315e+06 912864 1.45618e+06 937536 0.727303
Bin 1.45618e+06 912864 1.48086e+06 937536 0.678831
Bin 1.48086e+06 912864 1.50554e+06 937536 0.615478
Bin 1.50554e+06 912864 1.53022e+06 937536 0.589508
Bin 1.53022e+06 912864 1.5549e+06 937536 0.523818
Bin 1.5549e+06 912864 1.57958e+06 937536 0.673511
Bin 1.57958e+06 912864 1.60426e+06 937536 0.647846
Bin 1.60426e+06 912864 1.62895e+06 937536 0.676081
Bin 1.62895e+06 912864 1.65363e+06 937536 0.633262
Bin 1.65363e+06 912864 1.67831e+06 937536 0.316586
Bin 1.67831e+06 912864 1.70299e+06 937536 0.686478
Bin 1.70299e+06 912864 1.72767e+06 937536 0.859518
Bin 1.72767e+06 912864 1.75235e+06 937536 0.657776
Bin 1.75235e+06 912864 1.77703e+06 937536 0.57956
Bin 1.77703e+06 912864 1.80171e+06 937536 0.688231
Bin 1.80171e+06 912864 1.82639e+06 937536 0.589076
Bin 1.82639e+06 912864 1.85108e+06 937536 0.651037
Bin 1.85108e+06 912864 1.87576e+06 937536 0.689426
Bin 1.87576e+06 912864 1.90044e+06 937536 0.783072
Bin 1.90044e+06 912864 1.92512e+06 937536 0.65624
Bin 1.92512e+06 912864 1.9498e+06 937536 0.702914
Bin 1.9498e+06 912864 1.97448e+06 937536 0.509889
Bin 1.97448e+06 912864 1.99916e+06 937536 0.624302
Bin 1.99916e+06 912864 2.02384e+06 937536 0.678993
Bin 2.02384e+06 912864 2.04852e+06 937536 0.550651
Bin 2.04852e+06 912864 2.0732e+06 937536 0.619917
Bin 2.0732e+06 912864 2.09788e+06 937536 0.622038
Bin 2.09788e+06 912864 2.12257e+06 937536 0.587621
Bin 2.12257e+06 912864 2.14725e+06 937536 0.59862
Bin 2.14725e+06 912864 2.17193e+06 937536 0.580989
Bin 2.17193e+06 912864 2.19661e+06 937536 0.223093
Bin 2.19661e+06 912864 2.22129e+06 937536 0
Bin 2.22129e+06 912864 2.24597e+06 937536 0
Bin 2.24597e+06 912864 2.27065e+06 937536 0
Bin 2.27065e+06 912864 2.29533e+06 937536 0
Bin 2.29533e+06 912864 2.32001e+06 937536 0
Bin 2.32001e+06 912864 2.3447e+06 937536 0
Bin 2.3447e+06 912864 2.36938e+06 937536 0
Bin 2.36938e+06 912864 2.39406e+06 937536 0
Bin 2.39406e+06 912864 2.41874e+06 937536 0
Bin 2.41874e+06 912864 2.44342e+06 937536 0
Bin 2.44342e+06 912864 2.4681e+06 937536 0
Bin 0 937536 24681 962208 0
Bin 24681 937536 49362 962208 0
Bin 49362 937536 74043 962208 0
Bin 74043 937536 98724 962208 0
Bin 98724 937536 123405 962208 0
Bin 123405 937536 148086 962208 0
Bin 148086 937536 172767 962208 0
Bin 172767 937536 197448 962208 0.233733
Bin 197448 937536 222129 962208 0.410654
Bin 222129 937536 246810 962208 0.521311
Bin 246810 937536 271491 962208 0.579623
Bin 271491 937536 296172 962208 0.785786
Bin 296172 937536 320853 962208 0.88716
Bin 320853 937536 345534 962208 0.731284
Bin 345534 937536 370215 962208 0.715297
Bin 370215 937536 394896 962208 0.851547
Bin 394896 937536 419577 962208 0.953182
Bin 419577 937536 444258 962208 0.929458
Bin 444258 937536 468939 962208 0.737242
Bin 468939 937536 493620 962208 0.523908
Bin 493620 937536 518301 962208 0.69941
Bin 518301 937536 542982 962208 0.616395
Bin 542982 937536 567663 962208 0.528464
Bin 567663 937536 592344 962208 0.603895
Bin 592344 937536 617025 962208 0.524537
Bin 617025 937536 641706 962208 0.627609
Bin 641706 937536 666387 962208 0.665918
Bin 666387 937536 691068 962208 0.652546
Bin 691068 937536 715749 962208 0.602097
Bin 715749 937536 740430 962208 0.518615
Bin 740430 937536 765111 962208 0.425634
Bin 765111 937536 789792 962208 0.496931
Bin 789792 937536 814473 962208 0.686973
Bin 814473 937536 839154 962208 0.553868
Bin 839154 937536 863835 962208 0.663222
Bin 863835 937536 888516 962208 0.644782
Bin 888516 937536 913197 962208 0.584224
Bin 913197 937536 937878 962208 0.603113
Bin 937878 937536 962559 962208 0.584871
Bin 962559 937536 987240 962208 0.622164
Bin 987240 937536 1.01192e+06 962208 0.673943
Bin 1.01192e+06 937536 1.0366e+06 962208 0.55545
Bin 1.0366e+06 937536 1.06128e+06 962208 0.450589
Bin 1.06128e+06 937536 1.08596e+06 962208 0.568237
Bin 1.08596e+06 937536 1.11064e+06 962208 0.581914
Bin 1.11064e+06 937536 1.13533e+06 962208 0.575606
Bin 1.13533e+06 937536 1.16001e+06 962208 0.611326
Bin 1.16001e+06 937536 1.18469e+06 962208 0.515479
Bin 1.18469e+06 937536 1.20937e+06 962208 0.641754
Bin 1.20937e+06 937536 1.23405e+06 962208 0.606114
Bin 1.23405e+06 937536 1.25873e+06 962208 0.857613
Bin 1.25873e+06 937536 1.28341e+06 962208 0.703247
Bin 1.28341e+06 937536 1.30809e+06 962208 0.657911
Bin 1.30809e+06 937536 1.33277e+06 962208 0.698691
Bin 1.33277e+06 937536 1.35746e+06 962208 0.556852
Bin 1.35746e+06 937536 1.38214e+06 962208 0.547092
Bin 1.38214e+06 937536 1.40682e+06 962208 0.714192
Bin 1.40682e+06 937536 1.4315e+06 962208 0.642643
Bin 1.4315e+06 937536 1.45618e+06 962208 0.644432
Bin 1.45618e+06 937536 1.48086e+06 962208 0.621678
Bin 1.48086e+06 937536 1.50554e+06 962208 0.533613
Bin 1.50554e+06 937536 1.53022e+06 962208 0.629856
Bin 1.53022e+06 937536 1.5549e+06 962208 0.533973
Bin 1.5549e+06 937536 1.57958e+06 962208 0.684169
Bin 1.57958e+06 937536 1.60426e+06 962208 0.737206
Bin 1.60426e+06 937536 1.62895e+06 962208 0.601495
Bin 1.62895e+06 937536 1.65363e+06 962208 0.69356
Bin 1.65363e+06 937536 1.67831e+06 962208 0.28792
Bin 1.67831e+06 937536 1.70299e+06 962208 0.695051
Bin 1.70299e+06 937536 1.72767e+06 962208 0.498594
Bin 1.72767e+06 937536 1.75235e+06 962208 0.771372
Bin 1.75235e+06 937536 1.77703e+06 962208 0.634816
Bin 1.77703e+06 937536 1.80171e+06 962208 0.73814
Bin 1.80171e+06 937536 1.82639e+06 962208 0.543426
Bin 1.82639e+06 937536 1.85108e+06 962208 0.597487
Bin 1.85108e+06 937536 1.87576e+06 962208 0.686182
Bin 1.87576e+06 937536 1.90044e+06 962208 0.675174
Bin 1.90044e+06 937536 1.92512e+06 962208 0.634071
Bin 1.92512e+06 937536 1.9498e+06 962208 0.605863
Bin 1.9498e+06 937536 1.97448e+06 962208 0.443211
Bin 1.97448e+06 937536 1.99916e+06 962208 0.670788
Bin 1.99916e+06 937536 2.02384e+06 962208 0.65659
Bin 2.02384e+06 937536 2.04852e+06 962208 0.644908
Bin 2.04852e+06 937536 2.0732e+06 962208 0.505351
Bin 2.0732e+06 937536 2.09788e+06 962208 0.621229
Bin 2.09788e+06 937536 2.12257e+06 962208 0.710463
Bin 2.12257e+06 937536 2.14725e+06 962208 0.597236
Bin 2.14725e+06 937536 2.17193e+06 962208 0.576424
Bin 2.17193e+06 937536 2.19661e+06 962208 0.427369
Bin 2.19661e+06 937536 2.22129e+06 962208 0
Bin 2.22129e+06 937536 2.24597e+06 962208 0
Bin 2.24597e+06 937536 2.27065e+06 962208 0
Bin 2.27065e+06 937536 2.29533e+06 962208 0
Bin 2.29533e+06 937536 2.32001e+06 962208 0
Bin 2.32001e+06 937536 2.3447e+06 962208 0
Bin 2.3447e+06 937536 2.36938e+06 962208 0
Bin 2.36938e+06 937536 2.39406e+06 962208 0
Bin 2.39406e+06 937536 2.41874e+06 962208 0
Bin 2.41874e+06 937536 2.44342e+06 962208 0
Bin 2.44342e+06 937536 2.4681e+06 962208 0
Bin 0 962208 24681 986880 0
Bin 24681 962208 49362 986880 0
Bin 49362 962208 74043 986880 0
Bin 74043 962208 98724 986880 0
Bin 98724 962208 123405 986880 0
Bin 123405 962208 148086 986880 0
Bin 148086 962208 172767 986880 0
Bin 172767 962208 197448 986880 0.288908
Bin 197448 962208 222129 986880 0.738176
Bin 222129 962208 246810 986880 0.664848
Bin 246810 962208 271491 986880 0.766717
Bin 271491 962208 296172 986880 0.755466
Bin 296172 962208 320853 986880 0.872593
Bin 320853 962208 345534 986880 0.847144
Bin 345534 962208 370215 986880 0.734097
Bin 370215 962208 394896 986880 0.689345
Bin 394896 962208 419577 986880 0.767211
Bin 419577 962208 444258 986880 0.862915
Bin 444258 962208 468939 986880 0.450984
Bin 468939 962208 493620 986880 0.585149
Bin 493620 962208 518301 986880 0.518202
Bin 518301 962208 542982 986880 0.696651
Bin 542982 962208 567663 986880 0.805735
Bin 567663 962208 592344 986880 0.723043
Bin 592344 962208 617025 986880 0.687638
Bin 617025 962208 641706 986880 0.638842
Bin 641706 962208 666387 986880 0.660391
Bin 666387 962208 691068 986880 0.543354
Bin 691068 962208 715749 986880 0.522237
Bin 715749 962208 740430 986880 0.419793
Bin 740430 962208 765111 986880 0.36327
Bin 765111 962208 789792 986880 0.46113
Bin 789792 962208 814473 986880 0.40209
Bin 814473 962208 839154 986880 0.655539
Bin 839154 962208 863835 986880 0.732659
Bin 863835 962208 888516 986880 0.63762
Bin 888516 962208 913197 986880 0.499052
Bin 913197 962208 937878 986880 0.588375
Bin 937878 962208 962559 986880 0.450571
Bin 962559 962208 987240 986880 0.504039
Bin 987240 962208 1.01192e+06 986880 0.575031
Bin 1.01192e+06 962208 1.0366e+06 986880 0.52167
Bin 1.0366e+06 962208 1.06128e+06 986880 0.490227
Bin 1.06128e+06 962208 1.08596e+06 986880 0.673421
Bin 1.08596e+06 962208 1.11064e+06 986880 0.536129
Bin 1.11064e+06 962208 1.13533e+06 986880 0.570726
Bin 1.13533e+06 962208 1.16001e+06 986880 0.581375
Bin 1.16001e+06 962208 1.18469e+06 986880 0.553895
Bin 1.18469e+06 962208 1.20937e+06 986880 0.660796
Bin 1.20937e+06 962208 1.23405e+06 986880 0.536803
Bin 1.23405e+06 962208 1.25873e+06 986880 0.813131
Bin 1.25873e+06 962208 1.28341e+06 986880 0.797746
Bin 1.28341e+06 962208 1.30809e+06 986880 0.649958
Bin 1.30809e+06 962208 1.33277e+06 986880 0.664282
Bin 1.33277e+06 962208 1.35746e+06 986880 0.544298
Bin 1.35746e+06 962208 1.38214e+06 986880 0.539409
Bin 1.38214e+06 962208 1.40682e+06 986880 0.680179
Bin 1.40682e+06 962208 1.4315e+06 986880 0.563196
Bin 1.4315e+06 962208 1.45618e+06 986880 0.63824
Bin 1.45618e+06 962208 1.48086e+06 986880 0.593776
Bin 1.48086e+06 962208 1.50554e+06 986880 0.668227
Bin 1.50554e+06 962208 1.53022e+06 986880 0.674158
Bin 1.53022e+06 962208 1.5549e+06 986880 0.672002
Bin 1.5549e+06 962208 1.57958e+06 986880 0.711685
Bin 1.57958e+06 962208 1.60426e+06 986880 0.580018
Bin 1.60426e+06 962208 1.62895e+06 986880 0.75525
Bin 1.62895e+06 962208 1.65363e+06 986880 0.689516
Bin 1.65363e+06 962208 1.67831e+06 986880 0.223578
Bin 1.67831e+06 962208 1.70299e+06 986880 0.665468
Bin 1.70299e+06 962208 1.72767e+06 986880 0.666295
Bin 1.72767e+06 962208 1.75235e+06 986880 0.818163
Bin 1.75235e+06 962208 1.77703e+06 986880 0.621723
Bin 1.77703e+06 962208 1.80171e+06 986880 0.738006
Bin 1.80171e+06 962208 1.82639e+06 986880 0.782667
Bin 1.82639e+06 962208 1.85108e+06 986880 0.700263
Bin 1.85108e+06 962208 1.87576e+06 986880 0.591619
Bin 1.87576e+06 962208 1.90044e+06 986880 0.668497
Bin 1.90044e+06 962208 1.92512e+06 986880 0.75782
Bin 1.92512e+06 962208 1.9498e+06 986880 0.700488
Bin 1.9498e+06 962208 1.97448e+06 986880 0.531906
Bin 1.97448e+06 962208 1.99916e+06 986880 0.586407
Bin 1.99916e+06 962208 2.02384e+06 986880 0.586228
Bin 2.02384e+06 962208 2.04852e+06 986880 0.623071
Bin 2.04852e+06 962208 2.0732e+06 986880 0.615792
Bin 2.0732e+06 962208 2.09788e+06 986880 0.596247
Bin 2.09788e+06 962208 2.12257e+06 986880 0.533523
Bin 2.12257e+06 962208 2.14725e+06 986880 0.512136
Bin 2.14725e+06 962208 2.17193e+06 986880 0.588879
Bin 2.17193e+06 962208 2.19661e+06 986880 0.365399
Bin 2.19661e+06 962208 2.22129e+06 986880 0
Bin 2.22129e+06 962208 2.24597e+06 986880 0
Bin 2.24597e+06 962208 2.27065e+06 986880 0
Bin 2.27065e+06 962208 2.29533e+06 986880 0
Bin 2.29533e+06 962208 2.32001e+06 986880 0
Bin 2.32001e+06 962208 2.3447e+06 986880 0
Bin 2.3447e+06 962208 2.36938e+06 986880 0
Bin 2.36938e+06 962208 2.39406e+06 986880 0
Bin 2.39406e+06 962208 2.41874e+06 986880 0
Bin 2.41874e+06 962208 2.44342e+06 986880 0
Bin 2.44342e+06 962208 2.4681e+06 986880 0
Bin 0 986880 24681 1.01155e+06 0
Bin 24681 986880 49362 1.01155e+06 0
Bin 49362 986880 74043 1.01155e+06 0
Bin 74043 986880 98724 1.01155e+06 0.0118619
Bin 98724 986880 123405 1.01155e+06 0.0140186
Bin 123405 986880 148086 1.01155e+06 0.00539176
Bin 148086 986880 172767 1.01155e+06 0.077839
Bin 172767 986880 197448 1.01155e+06 0.685184
Bin 197448 986880 222129 1.01155e+06 0.706985
Bin 222129 986880 246810 1.01155e+06 0.733153
Bin 246810 986880 271491 1.01155e+06 0.811423
Bin 271491 986880 296172 1.01155e+06 0.794331
Bin 296172 986880 320853 1.01155e+06 0.8322
Bin 320853 986880 345534 1.01155e+06 0.844583
Bin 345534 986880 370215 1.01155e+06 0.659421
Bin 370215 986880 394896 1.01155e+06 0.707084
Bin 394896 986880 419577 1.01155e+06 0.736622
Bin 419577 986880 444258 1.01155e+06 0.6893
Bin 444258 986880 468939 1.01155e+06 0.425778
Bin 468939 986880 493620 1.01155e+06 0.664633
Bin 493620 986880 518301 1.01155e+06 0.686065
Bin 518301 986880 542982 1.01155e+06 0.685077
Bin 542982 986880 567663 1.01155e+06 0.831076
Bin 567663 986880 592344 1.01155e+06 0.653885
Bin 592344 986880 617025 1.01155e+06 0.559754
Bin 617025 986880 641706 1.01155e+06 0.522461
Bin 641706 986880 666387 1.01155e+06 0.50377
Bin 666387 986880 691068 1.01155e+06 0.469532
Bin 691068 986880 715749 1.01155e+06 0.556879
Bin 715749 986880 740430 1.01155e+06 0.488942
Bin 740430 986880 765111 1.01155e+06 0.462622
Bin 765111 986880 789792 1.01155e+06 0.416882
Bin 789792 986880 814473 1.01155e+06 0.480612
Bin 814473 986880 839154 1.01155e+06 0.456852
Bin 839154 986880 863835 1.01155e+06 0.647065
Bin 863835 986880 888516 1.01155e+06 0.5691
Bin 888516 986880 913197 1.01155e+06 0.506439
Bin 913197 986880 937878 1.01155e+06 0.529767
Bin 937878 986880 962559 1.01155e+06 0.595564
Bin 962559 986880 987240 1.01155e+06 0.477934
Bin 987240 986880 1.01192e+06 1.01155e+06 0.556573
Bin 1.01192e+06 986880 1.0366e+06 1.01155e+06 0.542914
Bin 1.0366e+06 986880 1.06128e+06 1.01155e+06 0.448082
Bin 1.06128e+06 986880 1.08596e+06 1.01155e+06 0.559386
Bin 1.08596e+06 986880 1.11064e+06 1.01155e+06 0.481807
Bin 1.11064e+06 986880 1.13533e+06 1.01155e+06 0.496401
Bin 1.13533e+06 986880 1.16001e+06 1.01155e+06 0.662782
Bin 1.16001e+06 986880 1.18469e+06 1.01155e+06 0.470835
Bin 1.18469e+06 986880 1.20937e+06 1.01155e+06 0.698673
Bin 1.20937e+06 986880 1.23405e+06 1.01155e+06 0.622847
Bin 1.23405e+06 986880 1.25873e+06 1.01155e+06 0.592329
Bin 1.25873e+06 986880 1.28341e+06 1.01155e+06 0.64977
Bin 1.28341e+06 986880 1.30809e+06 1.01155e+06 0.674068
Bin 1.30809e+06 986880 1.33277e+06 1.01155e+06 0.659241
Bin 1.33277e+06 986880 1.35746e+06 1.01155e+06 0.701476
Bin 1.35746e+06 986880 1.38214e+06 1.01155e+06 0.423711
Bin 1.38214e+06 986880 1.40682e+06 1.01155e+06 0.732973
Bin 1.40682e+06 986880 1.4315e+06 1.01155e+06 0.567536
Bin 1.4315e+06 986880 1.45618e+06 1.01155e+06 0.710283
Bin 1.45618e+06 986880 1.48086e+06 1.01155e+06 0.735624
Bin 1.48086e+06 986880 1.50554e+06 1.01155e+06 0.456187
Bin 1.50554e+06 986880 1.53022e+06 1.01155e+06 0.721821
Bin 1.53022e+06 986880 1.5549e+06 1.01155e+06 0.611245
Bin 1.5549e+06 986880 1.57958e+06 1.01155e+06 0.630782
Bin 1.57958e+06 986880 1.60426e+06 1.01155e+06 0.626396
Bin 1.60426e+06 986880 1.62895e+06 1.01155e+06 0.572874
